SliceID,SliceData,Class
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001933,"[[  0.   0.  37. ...  66.   0. 126.]
 [194.   0. 116. ...   0.  56.   0.]
 [113.   0.   0. ...   0.   0.   0.]
 ...
 [169.   0.  81. ...  48.   0.  35.]
 [  0.   0. 194. ... 147.   0.   0.]
 [  0. 238.   4. ... 177.  21.  50.]]",0
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001934,"[[  0. 144. 121. ...   0.  95.   0.]
 [  0.   0. 235. ...   0. 136.   0.]
 [ 67.   0.   0. ... 103. 122.   0.]
 ...
 [ 72.  74.  75. ...   0.  68.  25.]
 [  0.  94. 231. ...   0.   0.   0.]
 [  0. 255.   0. ... 199.  10.   0.]]",0
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001935,"[[144.   3.   0. ...   0.  42.   0.]
 [ 61.  91.   0. ...   0.  29.  17.]
 [  0. 165.   0. ...  22.  68.   0.]
 ...
 [ 94.  96. 143. ...  71.  45.   0.]
 [ 40.   2.  11. ... 130.  13.   0.]
 [  0.  99.   0. ...  44. 177.   0.]]",0
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001936,"[[152. 172.   0. ...   0. 126.  62.]
 [  0. 142.  98. ...   0. 216.   0.]
 [  2.   0. 162. ...  35. 109.   0.]
 ...
 [  0.   0.   0. ...   0.   0.  15.]
 [ 44. 114. 103. ...   7. 165.   0.]
 [201.  60.  29. ...   0.  17. 205.]]",0
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001937,"[[ 46.   0.  62. ...   0. 197.   0.]
 [  0.  62.  19. ...  15.  31.   0.]
 [  0.   0.  85. ...  33.  14.   0.]
 ...
 [  0.  52.   0. ...  87.   0.   0.]
 [ 28. 128. 198. ...   0. 200.  33.]
 [264. 174.  37. ...  22.   4.   0.]]",0
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001938,"[[ 74.   0.   0. ...   0.   0. 204.]
 [ 34.  98.   0. ...   0. 162. 142.]
 [ 67.  55.   0. ...  56.  32.  43.]
 ...
 [188.  51.   0. ...  47.  47.   0.]
 [  0.   0. 129. ... 108.  89. 131.]
 [  0. 176. 316. ...   0.   0.  29.]]",0
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001939,"[[ 41.  54.  75. ...   0.   0. 160.]
 [ 16.  10. 269. ...  83.  25.   0.]
 [  0.   0.  16. ...   0.   0. 103.]
 ...
 [  0.   0.  55. ...  51. 173.   0.]
 [ 55.   6.  39. ...  80.   0.  99.]
 [ 50.   0.   0. ... 216.   0. 105.]]",0
179__CT.1.3.12.2.1107.5.1.4.58006.30000007072306132995300001940,"[[  0.  93.   0. ...  43.   0.  24.]
 [  5.   0. 148. ...   0.  68.  40.]
 [ 31.   0.   0. ...   0.  87.   0.]
 ...
 [  0.  27.   0. ... 132. 143.   0.]
 [ 83. 117.  47. ...   0.  82.  18.]
 [320.   0.   0. ...  53.   0.  83.]]",0
180__CT-0002-0001,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0002,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0003,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0004,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0005,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0006,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0007,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0008,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0009,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0010,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0011,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0012,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0013,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0014,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0015,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0016,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0017,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0018,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0019,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0020,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0021,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0022,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0023,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0024,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0025,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
180__CT-0002-0026,"[[-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 ...
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]
 [-2000. -2000. -2000. ... -2000. -2000. -2000.]]",0
181__CT-3207-0001,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0002,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0003,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0004,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0005,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0006,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0007,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0008,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0009,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0010,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0011,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0012,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0013,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0014,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0015,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0016,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0017,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0018,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0019,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0020,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0021,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0022,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0023,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0024,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0025,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0026,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0027,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0028,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0029,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0030,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
181__CT-3207-0031,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000440,"[[  0.  75.  16. ...  37.   0.  30.]
 [ 35.   0.  43. ...   0.  42.  38.]
 [154.  47.   0. ...   0.  19.  13.]
 ...
 [128. 209. 156. ... 135. 182. 157.]
 [214. 132.  51. ...   0. 127.  29.]
 [ 78.  28. 148. ...  42. 133. 114.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000441,"[[ 28.   0.   0. ...   0.  71. 135.]
 [102.  58.   6. ...  35. 103.   0.]
 [ 64.  45.  32. ...  94.   0.  37.]
 ...
 [142. 116. 199. ... 146.  93. 306.]
 [138. 130. 108. ... 118.  79.   0.]
 [159.  89.  84. ...  19. 163. 151.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000442,"[[ 21.  27.   0. ...  11.  61.   0.]
 [ 59.   4.  47. ...  48.   0.  80.]
 [ 45.  38.  75. ...   0.   0. 130.]
 ...
 [163. 149. 109. ... 182. 117.  70.]
 [ 96.  77. 127. ... 267.  91.  37.]
 [ 28. 179. 187. ... 141. 114. 201.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000443,"[[  3.   0.  17. ...   0.  70.  21.]
 [120.   0.  16. ...   0.  45.   1.]
 [ 91. 110.  34. ...   0.  69.  63.]
 ...
 [102. 195. 146. ... 146. 215. 131.]
 [210. 116.  38. ...  84. 175.  92.]
 [137.  77. 215. ...   0. 129. 118.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000444,"[[ 56.  55.  46. ...  31.  43. 123.]
 [  0. 123.   0. ...  37.  26.   0.]
 [  0.  36.  57. ...   0.  15.  14.]
 ...
 [136. 144. 203. ...  33. 226. 130.]
 [168.  61. 143. ...   7. 150.   0.]
 [130. 202. 187. ...  58.  86. 154.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000445,"[[ 13.  92.  74. ... 127.   0.  57.]
 [  0.  52.  78. ...  16.   0.   7.]
 [  0.  47.   0. ...   0. 107.   0.]
 ...
 [234. 195.  89. ... 120. 190. 130.]
 [144.  83. 189. ... 139. 166.  18.]
 [163. 166. 120. ...   6. 131. 202.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000446,"[[  0. 120.   0. ... 112.   6. 104.]
 [  0.   4.  33. ...  66.   0.  31.]
 [ 93.  28.   0. ...  52.   0.   0.]
 ...
 [ 58. 189. 127. ... 169. 104. 112.]
 [164. 167. 234. ... 208. 130.  77.]
 [137. 138. 163. ... 161.  76. 163.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000447,"[[ 50. 132.  49. ...  72.  62.   9.]
 [  0.  78. 106. ...   0.  45.  11.]
 [ 80.   0.  38. ...   0.   0.   0.]
 ...
 [ 22. 105.  95. ... 126. 122. 130.]
 [171. 204. 243. ... 215. 121. 159.]
 [189. 181.  84. ...  67.   0. 178.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000448,"[[123.   5.   0. ...  16.  35.  94.]
 [  0.  26.  97. ...   0.  22.   0.]
 [  0.   0.  87. ...  17.  90.   0.]
 ...
 [109.  76.  91. ...  21. 193. 109.]
 [156. 193. 223. ...  96.  68.  76.]
 [133. 122. 165. ... 148. 118.   8.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000449,"[[  0.  52.  29. ...  58.  26.   0.]
 [  0.   6.   0. ...  36.  23.   6.]
 [  9.  13.  39. ...   0.  72.   0.]
 ...
 [ 96. 119.  18. ...  99.  53.  81.]
 [116. 151.  86. ... 181.  48.  94.]
 [167. 119. 151. ...  88.  75.  99.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000450,"[[ 19.   0.  48. ...   4.  79.  44.]
 [131.   0.   0. ... 161.   0.  40.]
 [ 99.  98.  18. ...  87.   0.  24.]
 ...
 [109.  66.  95. ... 189. 162.  97.]
 [114. 257. 202. ... 115. 161.  83.]
 [211.  93.  75. ... 174.  66. 161.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000451,"[[  0.   0. 114. ...  34. 103.   7.]
 [ 36.   0.   0. ... 144.   0.   0.]
 [  9.   6.  22. ...  44.   0.  45.]
 ...
 [142. 158.  95. ... 199.  66. 173.]
 [180. 159.  44. ... 138.  71. 119.]
 [109.  77. 124. ... 167.  81. 137.]]",0
182__CT.1.3.12.2.1107.5.1.4.54693.30000007071105241303100000452,"[[ 35.  31.   5. ...   0. 139.   0.]
 [  0.   0.  16. ... 128.   0.  28.]
 [ 21.  46.  39. ...  61.   0.   0.]
 ...
 [ 38.  39.  58. ... 164. 184. 205.]
 [ 97. 132. 258. ... 117.   2.  47.]
 [216. 161. 137. ...  78. 126. 170.]]",0
